brand;model;generation;version;productionYear;mileage;enginePowerKW;engineCapacity;bodyType;bodyTypeText;fuelType;fuelTypeText;price;currency
Opel;Astra;Inny;Inny;2020;89929.0;90.0;1496.0;OTHER;Nieznany;DIESEL;Diesel;37736;EUR
BMW;Seria 2;Inny;Inny;2021;50831.0;100.0;1995.0;MINIVAN;Minivan;DIESEL;Diesel;103355;EUR
BMW;X1;Inny;Inny;2018;219910.0;100.0;1995.0;KOMBI;Kombi;DIESEL;Diesel;45911;EUR
Mini;ONE;Inny;Inny;2021;44347.0;75.0;1499.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;52366;EUR
Volkswagen;Tiguan;Inny;Inny;2020;67426.0;110.0;1968.0;KOMBI;Kombi;DIESEL;Diesel;85283;EUR
Ford;Kuga;Inny;Inny;2018;119936.0;110.0;1500.0;KOMBI;Kombi;GASOLINE;Benzyna;48923;EUR
Mini;ONE;Inny;Inny;2021;34027.0;75.0;1499.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;51936;EUR
Ford;Puma;Inny;Inny;2021;103633.0;92.0;1000.0;KOMBI;Kombi;HYBRID;Hybrydowy;9767;EUR
Hyundai;i40;Inny;Inny;2014;160407.0;100.0;1690.0;OTHER;Nieznany;DIESEL;Diesel;33433;EUR
Mini;ONE;Inny;Inny;2021;28352.0;75.0;1499.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;56454;EUR
Opel;Corsa;Inny;Inny;2023;11260.0;55.0;1199.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;51936;EUR
Volkswagen;Tiguan;Inny;Inny;2022;34222.0;96.0;1498.0;KOMBI;Kombi;GASOLINE;Benzyna;96901;EUR
BMW;Seria 2;Inny;Inny;2019;132245.0;85.0;1496.0;MINIVAN;Minivan;DIESEL;Diesel;35154;EUR
Citroen;Berlingo;Inny;Inny;2019;71153.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;52366;EUR
Citroen;Berlingo;Inny;Inny;2019;61445.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;50645;EUR
Citroen;C5;Inny;Inny;2021;61100.0;96.0;1499.0;SUV;SUV;DIESEL;Diesel;48063;EUR
BMW;Seria 2;Inny;Inny;2019;86616.0;85.0;1496.0;MINIVAN;Minivan;DIESEL;Diesel;52796;EUR
Volkswagen;Golf;Inny;Inny;2019;57116.0;85.0;1598.0;MINIVAN;Minivan;DIESEL;Diesel;60756;EUR
Opel;Corsa;Inny;Inny;2019;54732.0;66.0;999.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;34724;EUR
Peugeot;2008;Inny;Inny;2020;82733.0;74.0;1499.0;KOMBI;Kombi;DIESEL;Diesel;67641;EUR
Jaguar;F-Pace;Inny;Inny;2018;160845.0;120.0;1999.0;KOMBI;Kombi;DIESEL;Diesel;56884;EUR
Peugeot;5008;Inny;Inny;2019;138677.0;96.0;1499.0;MINIVAN;Minivan;DIESEL;Diesel;62908;EUR
Peugeot;Expert;Inny;Inny;2020;89565.0;88.0;1997.0;VAN;VAN;DIESEL;Diesel;56884;EUR
BMW;Seria 1;Inny;Inny;2021;58829.0;85.0;1496.0;HATCHBACK;Hatchback;DIESEL;Diesel;65490;EUR
Volvo;XC60;Inny;Inny;2020;127919.0;110.0;1969.0;KOMBI;Kombi;DIESEL;Diesel;87434;EUR
Renault;Talisman;Inny;Inny;2018;126201.0;96.0;1598.0;OTHER;Nieznany;DIESEL;Diesel;40318;EUR
Citroen;Berlingo;Inny;Inny;2019;45582.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;51075;EUR
Citroen;Berlingo;Inny;Inny;2019;99442.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;49354;EUR
Volkswagen;T-Roc;Inny;Inny;2020;94501.0;85.0;999.0;SUV;SUV;GASOLINE;Benzyna;62047;EUR
Peugeot;3008;Inny;Inny;2022;47001.0;96.0;1199.0;KOMBI;Kombi;GASOLINE;Benzyna;80550;EUR
Ford;Focus;Inny;Inny;2019;169564.0;88.0;1499.0;KOMBI;Kombi;DIESEL;Diesel;30636;EUR
Kia;Picanto;Inny;Inny;2022;32476.0;49.0;998.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;43330;EUR
Citroen;Berlingo;Inny;Inny;2019;103871.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;49354;EUR
Citroen;Berlingo;Inny;Inny;2019;112334.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;49354;EUR
Renault;Kangoo;Inny;Inny;2020;115582.0;59.0;1461.0;VAN;VAN;DIESEL;Diesel;34724;EUR
Opel;Corsa;Inny;Inny;2022;41050.0;55.0;1199.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;48493;EUR
Ford;Focus;Inny;Inny;2020;111817.0;88.0;1499.0;OTHER;Nieznany;DIESEL;Diesel;35154;EUR
Citroen;Berlingo;Inny;Inny;2019;132010.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;40748;EUR
Volkswagen;Passat;Inny;Inny;2019;76531.0;110.0;1968.0;SEDAN;Sedan;DIESEL;Diesel;71944;EUR
Citroen;Berlingo;Inny;Inny;2019;85098.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;45481;EUR
Fiat;Ducato;Inny;Inny;2020;120197.0;130.0;2287.0;VAN;VAN;DIESEL;Diesel;99483;EUR
Ford;Focus;Inny;Inny;2022;113173.0;88.0;1499.0;OTHER;Nieznany;DIESEL;Diesel;34294;EUR
Citroen;C4;Inny;Inny;2020;115275.0;96.0;1499.0;MINIVAN;Minivan;DIESEL;Diesel;48923;EUR
Audi;A4;Inny;Inny;2019;160558.0;110.0;1984.0;OTHER;Nieznany;GASOLINE;Benzyna;33863;EUR
Volvo;XC60;Inny;Inny;2019;121281.0;110.0;1969.0;SUV;SUV;DIESEL;Diesel;68502;EUR
Citroen;Berlingo;Inny;Inny;2019;70952.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;45481;EUR
Peugeot;Rifter;Inny;Inny;2020;34682.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;50214;EUR
Citroen;Berlingo;Inny;Inny;2019;47882.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;51075;EUR
Opel;Astra;Inny;Inny;2022;79349.0;77.0;1496.0;OTHER;Nieznany;DIESEL;Diesel;30636;EUR
Ford;Fiesta;Inny;Inny;2019;30908.0;52.0;1084.0;SEDAN;Sedan;GASOLINE;Benzyna;28915;EUR
Citroen;Berlingo;Inny;Inny;2019;115566.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;42039;EUR
Peugeot;2008;Inny;Inny;2020;51151.0;74.0;1199.0;KOMBI;Kombi;GASOLINE;Benzyna;49784;EUR
Renault;Kangoo;Inny;Inny;2018;90272.0;55.0;1461.0;VAN;VAN;DIESEL;Diesel;33003;EUR
Mini;Clubman;Inny;Inny;2020;76747.0;100.0;1499.0;OTHER;Nieznany;GASOLINE;Benzyna;61617;EUR
Citroen;Berlingo;Inny;Inny;2019;60575.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;49784;EUR
Volkswagen;Golf;Inny;Inny;2017;155823.0;85.0;1598.0;KOMBI;Kombi;DIESEL;Diesel;28915;EUR
Volkswagen;T-Roc;Inny;Inny;2019;182307.0;85.0;999.0;KOMBI;Kombi;GASOLINE;Benzyna;38597;EUR
Citroen;Berlingo;Inny;Inny;2019;91221.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;46342;EUR
Audi;Q3;Inny;Inny;2018;26885.0;110.0;1968.0;SUV;SUV;DIESEL;Diesel;70653;EUR
Volkswagen;Golf;Inny;Inny;2019;175696.0;85.0;999.0;OTHER;Nieznany;GASOLINE;Benzyna;28915;EUR
Opel;Astra;Inny;Inny;2019;68080.0;78.0;997.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;42899;EUR
Volkswagen;Polo;Inny;Inny;2020;98606.0;70.0;999.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;46342;EUR
Opel;Zafira;Inny;Inny;2018;123618.0;99.0;1598.0;OTHER;Nieznany;DIESEL;Diesel;41178;EUR
Ford;Focus;Inny;Inny;2020;173106.0;88.0;1499.0;OTHER;Nieznany;DIESEL;Diesel;25903;EUR
Citroen;Berlingo;Inny;Inny;2019;42984.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;51505;EUR
Citroen;Berlingo;Inny;Inny;2019;111857.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;49354;EUR
Renault;Scenic;Inny;Inny;2019;146113.0;88.0;1749.0;MINIVAN;Minivan;DIESEL;Diesel;44190;EUR
Citroen;Berlingo;Inny;Inny;2019;148190.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;39027;EUR
Skoda;Kamiq;Inny;Inny;2020;82494.0;85.0;999.0;KOMBI;Kombi;GASOLINE;Benzyna;59466;EUR
Citroen;Berlingo;Inny;Inny;2019;36242.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;51505;EUR
Volkswagen;Caddy;Inny;Inny;2019;129309.0;75.0;1968.0;MINIVAN;Minivan;DIESEL;Diesel;50214;EUR
Mini;ONE;Inny;Inny;2019;87591.0;75.0;1499.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;45051;EUR
Citroen;Berlingo;Inny;Inny;2019;41010.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;48923;EUR
Renault;Trafic;Inny;Inny;2018;130898.0;70.0;1598.0;VAN;VAN;DIESEL;Diesel;39457;EUR
Citroen;Berlingo;Inny;Inny;2019;95387.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;42899;EUR
Citroen;Berlingo;Inny;Inny;2019;37438.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;50645;EUR
Volvo;XC40;Inny;Inny;2019;166834.0;120.0;1477.0;KOMBI;Kombi;GASOLINE;Benzyna;59466;EUR
Ford;C-MAX;Inny;Inny;2018;129902.0;92.0;998.0;MINIVAN;Minivan;GASOLINE;Benzyna;29345;EUR
Renault;Clio;Inny;Inny;2022;20042.0;66.0;999.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;43760;EUR
Volvo;XC40;Inny;Inny;2019;70766.0;115.0;1477.0;KOMBI;Kombi;GASOLINE;Benzyna;72374;EUR
Renault;Kangoo;Inny;Inny;2018;129308.0;55.0;1461.0;VAN;VAN;DIESEL;Diesel;32142;EUR
Kia;Sportage;Inny;Inny;2022;25573.0;110.0;1598.0;KOMBI;Kombi;GASOLINE;Benzyna;86574;EUR
Citroen;Berlingo;Inny;Inny;2019;40521.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;51936;EUR
Opel;Crossland;Inny;Inny;2020;57745.0;61.0;1199.0;KOMBI;Kombi;GASOLINE;Benzyna;40318;EUR
Peugeot;308;Inny;Inny;2020;105841.0;96.0;1499.0;OTHER;Nieznany;DIESEL;Diesel;48923;EUR
Volkswagen;Caddy;Inny;Inny;2015;156488.0;75.0;1968.0;OTHER;Nieznany;DIESEL;Diesel;37736;EUR
Peugeot;Expert;Inny;Inny;2019;195257.0;85.0;1560.0;VAN;VAN;DIESEL;Diesel;38597;EUR
Opel;Corsa;Inny;Inny;2023;25148.0;55.0;1199.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;49784;EUR
Peugeot;308;Inny;Inny;2020;58862.0;81.0;1199.0;OTHER;Nieznany;GASOLINE;Benzyna;37736;EUR
Citroen;Berlingo;Inny;Inny;2019;57242.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;51075;EUR
Renault;Kangoo;Inny;Inny;2019;167552.0;55.0;1461.0;VAN;VAN;DIESEL;Diesel;25473;EUR
Volkswagen;Touran;Inny;Inny;2020;77260.0;110.0;1968.0;OTHER;Nieznany;DIESEL;Diesel;58605;EUR
Citroen;Berlingo;Inny;Inny;2019;70879.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;47633;EUR
Mini;ONE;Inny;Inny;2021;59026.0;75.0;1499.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;49784;EUR
Citroen;Berlingo;Inny;Inny;2019;132425.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;39887;EUR
Opel;Astra;Inny;Inny;2018;117215.0;81.0;1598.0;OTHER;Nieznany;DIESEL;Diesel;31066;EUR
Volkswagen;Golf;Inny;Inny;2020;124867.0;85.0;1598.0;OTHER;Nieznany;DIESEL;Diesel;46342;EUR
Nissan;Qashqai;Inny;Inny;2018;43679.0;103.0;1197.0;KOMBI;Kombi;GASOLINE;Benzyna;58605;EUR
Volkswagen;Caddy;Inny;Inny;2019;201059.0;81.0;1395.0;VAN;VAN;GASOLINE;Benzyna;11919;EUR
Citroen;Jumper;Inny;Inny;2019;149637.0;120.0;1997.0;VAN;VAN;DIESEL;Diesel;51075;EUR
Peugeot;308;Inny;Inny;2021;197563.0;96.0;1499.0;KOMBI;Kombi;DIESEL;Diesel;24612;EUR
Citroen;Berlingo;Inny;Inny;2019;72328.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;54732;EUR
Peugeot;2008;Inny;Inny;2020;123174.0;81.0;1199.0;KOMBI;Kombi;GASOLINE;Benzyna;34294;EUR
Nissan;Qashqai;Inny;Inny;2019;75229.0;103.0;1332.0;KOMBI;Kombi;GASOLINE;Benzyna;55593;EUR
Volkswagen;Golf;Inny;Inny;2019;69663.0;85.0;1598.0;MINIVAN;Minivan;DIESEL;Diesel;55163;EUR
Peugeot;Partner;Inny;Inny;2020;181520.0;75.0;1499.0;VAN;VAN;DIESEL;Diesel;33863;EUR
Citroen;Berlingo;Inny;Inny;2019;50111.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;49784;EUR
BMW;Seria 1;Inny;Inny;2022;7734.0;85.0;1496.0;HATCHBACK;Hatchback;DIESEL;Diesel;82701;EUR
Renault;Trafic;Inny;Inny;2019;134992.0;70.0;1598.0;VAN;VAN;DIESEL;Diesel;40748;EUR
Citroen;Berlingo;Inny;Inny;2019;39220.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;51505;EUR
Volkswagen;Polo;Inny;Inny;2020;50559.0;70.0;1598.0;HATCHBACK;Hatchback;DIESEL;Diesel;54732;EUR
Peugeot;208;Inny;Inny;2021;7692.0;55.0;1199.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;52366;EUR
Mini;Clubman;Inny;Inny;2019;89862.0;85.0;1496.0;OTHER;Nieznany;DIESEL;Diesel;48063;EUR
Volkswagen;Tiguan;Inny;Inny;2019;134234.0;85.0;1968.0;SUV;SUV;DIESEL;Diesel;56884;EUR
Opel;Corsa;Inny;Inny;2022;38958.0;75.0;1499.0;HATCHBACK;Hatchback;DIESEL;Diesel;50214;EUR
Citroen;C3;Inny;Inny;2019;77195.0;60.0;1199.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;30206;EUR
Peugeot;2008;Inny;Inny;2017;59619.0;85.0;1560.0;KOMBI;Kombi;DIESEL;Diesel;45911;EUR
Volvo;XC60;Inny;Inny;2020;43265.0;110.0;1969.0;KOMBI;Kombi;DIESEL;Diesel;96901;EUR
Citroen;Berlingo;Inny;Inny;2019;70636.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;48063;EUR
Audi;A3;Inny;Inny;2018;140409.0;85.0;1598.0;HATCHBACK;Hatchback;DIESEL;Diesel;50645;EUR
Volkswagen;Polo;Inny;Inny;2020;80037.0;70.0;1598.0;HATCHBACK;Hatchback;DIESEL;Diesel;47633;EUR
Citroen;Berlingo;Inny;Inny;2019;121863.0;81.0;1199.0;OTHER;Nieznany;GASOLINE;Benzyna;48493;EUR
Opel;Corsa;Inny;Inny;2019;59344.0;66.0;999.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;33863;EUR
Peugeot;Boxer;Inny;Inny;2020;139251.0;121.0;2179.0;VAN;VAN;DIESEL;Diesel;52796;EUR
Citroen;Berlingo;Inny;Inny;2019;104615.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;43760;EUR
Peugeot;308;Inny;Inny;2019;71346.0;81.0;1199.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;36875;EUR
Renault;Scenic;Inny;Inny;2019;211198.0;88.0;1749.0;MINIVAN;Minivan;DIESEL;Diesel;37306;EUR
Ford;Transit;Inny;Inny;2017;125124.0;96.0;1995.0;VAN;VAN;DIESEL;Diesel;45481;EUR
Volkswagen;Golf;Inny;Inny;2019;124565.0;85.0;1598.0;SEDAN;Sedan;DIESEL;Diesel;32142;EUR
Opel;Astra;Inny;Inny;2018;157061.0;81.0;1598.0;KOMBI;Kombi;DIESEL;Diesel;25473;EUR
Peugeot;Boxer;Inny;Inny;2020;72884.0;121.0;2179.0;VAN;VAN;DIESEL;Diesel;83132;EUR
Citroen;Berlingo;Inny;Inny;2019;70726.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;51075;EUR
Citroen;Berlingo;Inny;Inny;2019;53628.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;50645;EUR
Citroen;Berlingo;Inny;Inny;2019;90900.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;50214;EUR
Volkswagen;Caddy;Inny;Inny;2015;187033.0;55.0;1598.0;OTHER;Nieznany;DIESEL;Diesel;15146;EUR
BMW;Seria 1;Inny;Inny;2021;65353.0;80.0;1499.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;66781;EUR
Ford;Focus;Inny;Inny;2021;89802.0;88.0;1499.0;OTHER;Nieznany;DIESEL;Diesel;36445;EUR
Renault;Captur;Inny;Inny;2021;126838.0;67.0;999.0;KOMBI;Kombi;GASOLINE;Benzyna;40318;EUR
Volkswagen;Caddy;Inny;Inny;2020;103014.0;75.0;1968.0;VAN;VAN;DIESEL;Diesel;56454;EUR
BMW;Seria 2;Inny;Inny;2020;55431.0;103.0;1499.0;SEDAN;Sedan;GASOLINE;Benzyna;84853;EUR
Audi;A3;Inny;Inny;2019;41627.0;85.0;999.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;44190;EUR
Peugeot;Boxer;Inny;Inny;2021;84670.0;103.0;2179.0;VAN;VAN;DIESEL;Diesel;67211;EUR
Opel;Astra;Inny;Inny;2018;242084.0;100.0;1598.0;KOMBI;Kombi;DIESEL;Diesel;19449;EUR
Ford;Focus;Inny;Inny;2020;121712.0;88.0;1499.0;OTHER;Nieznany;DIESEL;Diesel;39457;EUR
Ford;Kuga;Inny;Inny;2018;60018.0;88.0;1499.0;KOMBI;Kombi;DIESEL;Diesel;53442;EUR
Citroen;Berlingo;Inny;Inny;2019;47834.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;51075;EUR
Volvo;XC40;Inny;Inny;2019;112632.0;120.0;1477.0;KOMBI;Kombi;GASOLINE;Benzyna;88295;EUR
Volkswagen;Golf;Inny;Inny;2020;134859.0;85.0;1598.0;MINIVAN;Minivan;DIESEL;Diesel;49354;EUR
Opel;Grandland;Inny;Inny;2021;72231.0;96.0;1499.0;KOMBI;Kombi;DIESEL;Diesel;56023;EUR
Opel;Astra;Inny;Inny;2021;119712.0;77.0;1496.0;HATCHBACK;Hatchback;DIESEL;Diesel;39887;EUR
Renault;Kangoo;Inny;Inny;2018;128208.0;55.0;1461.0;VAN;VAN;DIESEL;Diesel;27624;EUR
Opel;Crossland;Inny;Inny;2022;51135.0;81.0;1199.0;KOMBI;Kombi;GASOLINE;Benzyna;55593;EUR
Citroen;Berlingo;Inny;Inny;2019;65484.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;51505;EUR
Volkswagen;Caddy;Inny;Inny;2019;226680.0;75.0;1968.0;MINIVAN;Minivan;DIESEL;Diesel;38166;EUR
Volkswagen;Taigo;Inny;Inny;2022;22281.0;81.0;999.0;KOMBI;Kombi;GASOLINE;Benzyna;74526;EUR
Ford;Focus;Inny;Inny;2016;202714.0;88.0;1499.0;OTHER;Nieznany;DIESEL;Diesel;25042;EUR
Citroen;Berlingo;Inny;Inny;2019;122194.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;42039;EUR
Ford;Transit;Inny;Inny;2017;105697.0;96.0;1995.0;VAN;VAN;DIESEL;Diesel;44621;EUR
Citroen;C4;Inny;Inny;2019;87032.0;96.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;44190;EUR
Seat;Leon;Inny;Inny;2018;157512.0;81.0;1395.0;OTHER;Nieznany;GASOLINE;Benzyna;33003;EUR
Citroen;Berlingo;Inny;Inny;2019;74450.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;47633;EUR
Mini;ONE;Inny;Inny;2019;74158.0;70.0;1496.0;HATCHBACK;Hatchback;DIESEL;Diesel;45911;EUR
Opel;Corsa;Inny;Inny;2019;34665.0;66.0;1398.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;35154;EUR
Toyota;Aygo;Inny;Inny;2020;92361.0;53.0;998.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;26764;EUR
Fiat;500;Inny;Inny;2021;16335.0;51.0;999.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;47633;EUR
Volkswagen;Touran;Inny;Inny;2018;135138.0;110.0;1968.0;MINIVAN;Minivan;DIESEL;Diesel;56023;EUR
Renault;Master;Inny;Inny;2019;16074.0;81.0;2298.0;VAN;VAN;DIESEL;Diesel;68932;EUR
Renault;Master;Inny;Inny;2018;104268.0;121.0;2299.0;VAN;VAN;DIESEL;Diesel;57744;EUR
Volkswagen;T-Roc;Inny;Inny;2019;117447.0;85.0;1598.0;SUV;SUV;DIESEL;Diesel;48493;EUR
Ford;Focus;Inny;Inny;2020;99015.0;88.0;1499.0;OTHER;Nieznany;DIESEL;Diesel;31066;EUR
Renault;Master;Inny;Inny;2018;186131.0;96.0;2298.0;VAN;VAN;DIESEL;Diesel;41609;EUR
Volkswagen;Caddy;Inny;Inny;2020;68049.0;75.0;1968.0;MINIVAN;Minivan;DIESEL;Diesel;58175;EUR
Citroen;Berlingo;Inny;Inny;2019;98457.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;48493;EUR
Peugeot;308;Inny;Inny;2021;55393.0;81.0;1199.0;OTHER;Nieznany;GASOLINE;Benzyna;44190;EUR
Citroen;Berlingo;Inny;Inny;2019;25855.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;53442;EUR
Seat;Tarraco;Inny;Inny;2020;83338.0;110.0;1498.0;KOMBI;Kombi;GASOLINE;Benzyna;62478;EUR
Peugeot;2008;Inny;Inny;2020;73549.0;74.0;1199.0;KOMBI;Kombi;GASOLINE;Benzyna;51505;EUR
Volkswagen;Caddy;Inny;Inny;2020;121234.0;75.0;1968.0;MINIVAN;Minivan;DIESEL;Diesel;51505;EUR
Ford;Kuga;Inny;Inny;2019;151601.0;110.0;1997.0;SUV;SUV;DIESEL;Diesel;32572;EUR
Ford;Focus;Inny;Inny;2020;151065.0;88.0;1500.0;OTHER;Nieznany;DIESEL;Diesel;39887;EUR
Ford;Focus;Inny;Inny;2022;60351.0;114.0;999.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;61617;EUR
BMW;Seria 3;Inny;Inny;2020;98726.0;100.0;1995.0;SEDAN;Sedan;DIESEL;Diesel;80119;EUR
Citroen;Berlingo;Inny;Inny;2019;107440.0;81.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;44190;EUR
Nissan;Qashqai;Inny;Inny;2020;46968.0;103.0;1332.0;KOMBI;Kombi;GASOLINE;Benzyna;65059;EUR
Land Rover;Range Rover;Inny;Inny;2018;111649.0;110.0;1999.0;KOMBI;Kombi;DIESEL;Diesel;52796;EUR
Fiat;Talento;Inny;Inny;2019;113699.0;106.0;1598.0;OTHER;Nieznany;DIESEL;Diesel;56023;EUR
Ford;Focus;Inny;Inny;2021;105620.0;88.0;1499.0;OTHER;Nieznany;DIESEL;Diesel;31066;EUR
Volkswagen;T-Roc;Inny;Inny;2019;156344.0;85.0;999.0;SUV;SUV;GASOLINE;Benzyna;50214;EUR
Opel;Corsa;Inny;Inny;2022;18754.0;55.0;1199.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;50214;EUR
Citroen;Berlingo;Inny;Inny;2019;72779.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;47633;EUR
Kia;Picanto;Inny;Inny;2019;63338.0;49.0;998.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;30636;EUR
Opel;Vivaro;Inny;Inny;2019;210147.0;70.0;1598.0;MINIVAN;Minivan;DIESEL;Diesel;48923;EUR
Volkswagen;Caddy;Inny;Inny;2017;75774.0;81.0;1395.0;MINIVAN;Minivan;GASOLINE;Benzyna;59466;EUR
Seat;Ibiza;Inny;Inny;2020;34319.0;70.0;999.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;43760;EUR
BMW;Seria 1;Inny;Inny;2020;154085.0;85.0;1496.0;HATCHBACK;Hatchback;DIESEL;Diesel;58175;EUR
Peugeot;2008;Inny;Inny;2020;44282.0;96.0;1199.0;SUV;SUV;GASOLINE;Benzyna;54302;EUR
Volvo;XC40;Inny;Inny;2020;69228.0;110.0;1969.0;SUV;SUV;DIESEL;Diesel;56884;EUR
Opel;Corsa;Inny;Inny;2019;55560.0;66.0;999.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;33863;EUR
Renault;Kangoo;Inny;Inny;2021;102267.0;85.0;1461.0;VAN;VAN;DIESEL;Diesel;42899;EUR
Peugeot;3008;Inny;Inny;2019;71553.0;96.0;1199.0;KOMBI;Kombi;GASOLINE;Benzyna;57744;EUR
Peugeot;308;Inny;Inny;2022;21351.0;81.0;1199.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;65490;EUR
Mazda;CX-30;Inny;Inny;2021;40898.0;132.0;1998.0;KOMBI;Kombi;GASOLINE;Benzyna;72805;EUR
Opel;Karl;Inny;Inny;2018;77446.0;54.0;999.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;31712;EUR
Peugeot;108;Inny;Inny;2020;134308.0;53.0;998.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;21170;EUR
Peugeot;Boxer;Inny;Inny;2021;88499.0;103.0;2179.0;VAN;VAN;DIESEL;Diesel;68502;EUR
Nissan;Micra;Inny;Inny;2018;65682.0;66.0;898.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;38166;EUR
Citroen;Berlingo;Inny;Inny;2019;78150.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;52796;EUR
Citroen;Berlingo;Inny;Inny;2019;112976.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;48493;EUR
Volkswagen;Polo;Inny;Inny;2020;68683.0;70.0;1598.0;HATCHBACK;Hatchback;DIESEL;Diesel;52366;EUR
Citroen;Jumper;Inny;Inny;2019;153001.0;96.0;1997.0;VAN;VAN;DIESEL;Diesel;45911;EUR
Opel;Corsa;Inny;Inny;2022;45007.0;75.0;1499.0;HATCHBACK;Hatchback;DIESEL;Diesel;50214;EUR
Citroen;Jumpy;Inny;Inny;2019;108537.0;90.0;1997.0;VAN;VAN;DIESEL;Diesel;56023;EUR
Volkswagen;Polo;Inny;Inny;2019;109416.0;70.0;999.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;36445;EUR
Opel;Astra;Inny;Inny;2020;104295.0;77.0;1496.0;OTHER;Nieznany;DIESEL;Diesel;36015;EUR
Citroen;Berlingo;Inny;Inny;2019;110884.0;81.0;1199.0;VAN;VAN;GASOLINE;Benzyna;48493;EUR
